,C_0002,C_0003,C_0004,C_0005,C_0006,C_0008,C_0009,C_0010,C_0011,C_0012,C_0013,C_0014,C_0015,C_0016,C_0017,C_0018,C_0019,C_0020,C_0021,C_0022,C_0023,C_0024,C_0025,C_0026,C_0029,C_0031,C_0032,C_0033,C_0035,C_0036,C_0037,C_0038,C_0039,C_0050,C_0053,C_0060,C_0061,C_0062,C_0065,C_0069,C_0070,C_0071,C_0075,C_0076,C_0077,C_0081,C_0082,C_0083,C_0087,H_0001,H_0002,H_0003,H_0005,H_0006,H_0007,H_0008,H_0009,H_0010,H_0012,H_0013,H_0539,H_0657,H_0658,H_0681,H_0695,H_0700,H_0726,H_0740,H_0750
ENSG00000003987.9,511.9882286,560.143361,803.5028775,844.4845697,958.8530394,711.6636403,786.7330022,512.1842387,673.5086145,1195.800124,916.340714,677.8343012,1335.493931,927.2158689,958.7541887,1204.87467,632.8994424,1478.754771,832.0248525,799.9893973,460.5195791,987.754088,1266.505619,680.5769068,449.81372,804.5267881,1703.336825,786.6753341,1377.706218,997.7244131,1187.161345,1208.489614,642.2065343,1493.143379,540.5117013,501.498722,872.6844608,1268.635278,1272.053078,853.6950266,372.8569124,828.1402543,751.6803668,1746.411868,1946.42395,1567.824258,910.3909353,1331.941557,1764.815447,490.1494535,554.1379215,483.023076,757.6360286,421.4151144,995.2380641,480.2881183,561.1676425,1131.180484,555.6756709,1578.915536,1409.655757,918.2436294,1086.987043,737.8961824,515.5660559,1240.938401,1185.200109,513.7484548,694.9938945
ENSG00000003989.12,816.6013801,925.9715029,710.2568645,1499.653936,378.7816557,1918.914774,357.2460551,681.9197131,1122.844995,312.0770828,1698.80048,790.8066848,392.6173694,912.340748,1185.801458,102.7948857,3255.618885,185.2157684,724.922726,177.6651391,487.3170546,769.5754742,329.0139793,638.9089329,2771.209196,213.0212555,578.0240798,284.7109973,157.5937328,297.2366673,245.9615819,279.5685571,577.7876689,1031.80672,947.1351831,1062.463696,1580.748898,879.4286705,1280.969338,253.8280219,1026.34815,1048.053097,830.0217243,222.0183078,290.0825113,846.8829327,146.4541939,489.2038134,475.2946417,489.1572481,3530.027081,2591.661802,1589.647322,714.9183469,4002.760262,5590.157583,4659.87265,982.4713928,784.8918851,1298.24148,507.555378,1817.646407,1434.466507,797.3240629,5621.652956,2375.822162,1407.982085,1044.35738,8927.845963
ENSG00000004059.6,4362.814421,2503.295551,4216.902138,3173.75539,3722.372606,3365.039079,2385.92864,5025.559691,3118.573025,3259.471754,3581.067444,4880.605166,4629.117419,4587.487283,3380.922216,3286.471104,4033.124459,5120.671244,4114.50669,5288.26738,4779.875632,4360.597113,4369.345285,4693.59963,4297.999818,6520.43201,3856.798749,4728.980224,5753.65798,5275.950844,6097.466958,4417.579753,4645.095719,3308.726358,3631.841927,3729.525081,4060.957803,3994.071879,2825.46369,5131.093801,5305.277876,3012.409705,4432.732506,4635.623329,4005.712767,3301.256771,4874.549725,3497.708236,3488.129076,6903.764974,2553.594429,4753.859555,3251.686568,6104.073986,3175.04733,3117.416488,2912.916137,4181.699632,3468.011553,4798.237037,4914.960086,4257.04093,2961.000223,2761.415512,2055.323911,2886.272063,3382.325458,3599.214561,3084.345229
ENSG00000004139.9,428.6413077,424.3209885,420.5990371,319.1596613,403.5710311,393.4964697,180.1074294,324.5818722,425.5304795,414.1213353,297.5132188,357.7458812,485.8144218,346.0944794,371.8022965,737.3556222,389.2480139,455.6109811,410.5581513,375.1811317,257.0572651,479.9929504,418.2045158,392.8694681,238.7777677,241.754355,432.2787287,199.3969006,431.1526652,299.218245,255.8793876,299.3961143,201.1850717,307.5577724,175.5423324,144.7012123,146.7696593,255.5096813,248.6645814,245.8958962,299.4754988,319.9632801,260.807304,317.1690112,378.1963117,274.6915367,189.0050746,308.9708295,327.0738595,143.8697789,268.6428922,147.7832409,294.5260478,169.5576107,297.3818917,240.6392015,199.2839154,268.6677573,284.7837813,263.8137767,372.7359807,248.8975713,307.8806651,187.1978235,226.0558861,304.2876111,272.2890811,247.948096,153.6719738
ENSG00000004142.7,2895.313277,2336.739649,2994.784182,2858.560445,2521.575263,2670.225414,2153.372343,3217.033174,3013.430296,2296.491041,2623.074879,2863.949021,3021.963995,2925.440442,2480.664922,2528.358823,3120.917282,3370.530802,2971.092322,3306.159655,3014.219745,3031.691011,2740.131484,3105.256149,2985.217485,2999.141118,2533.193009,2826.277461,2947.696612,2921.836439,3077.495116,2530.987682,2529.183758,2284.856612,2480.403239,2596.692987,2528.801562,3008.676015,1771.363632,3404.864949,2870.799897,1992.093363,2851.030415,2840.644957,2504.808033,2333.390563,2820.232789,2407.397713,2377.461347,3838.842582,1923.126239,2232.617955,2377.033456,2979.65275,2331.474031,2356.877776,2151.473117,2758.057936,2407.266388,3680.49972,2902.582318,2488.975713,2764.986166,2043.328623,1981.954896,2134.969102,2590.211768,2516.177278,2492.460272
ENSG00000004399.8,2604.591279,4585.244327,2375.789372,3391.814786,2536.448888,2775.289962,5348.794814,1982.232412,2309.172392,3293.156264,2842.242951,2033.502904,2850.44176,3002.791071,2999.205192,361.7589246,2900.046271,2848.559091,2330.462936,3087.800267,3506.499295,3821.100905,3011.667117,2253.046874,2574.044151,1664.538182,2519.312499,1730.09052,2644.403013,2261.971038,2308.865172,1989.695369,1747.237839,1840.386025,2000.389177,1617.482044,1656.117102,1267.64493,962.9560682,1661.780331,2241.108037,2143.654917,1884.159231,1625.491182,2065.229074,2184.640633,1628.80813,1858.776433,1908.095537,1821.689062,2293.873257,2030.283853,1989.29041,2501.718432,2669.498114,2231.111609,1905.590475,1826.147634,1410.027015,1252.619549,2323.651965,2138.932515,1627.510654,2673.264156,1992.861101,1777.158588,1328.770716,2024.248255,1375.116308
ENSG00000004455.12,1250.203814,2169.192343,1316.355949,1398.553671,1275.165469,1368.812656,3471.521222,1434.314389,1425.37832,1936.859355,1290.215659,1287.290581,1113.407338,1225.709961,1610.151812,2345.502536,2079.951219,900.326917,1550.005774,1180.133242,1903.61326,1282.295217,1301.190828,1358.17753,1708.103201,1476.28684,1225.450708,1329.31267,1004.040574,1335.583425,1094.925752,1324.480824,1693.720628,1060.578254,1463.844534,1568.917939,1654.133728,1297.355359,1842.693711,1174.946117,1833.5437,1853.409588,1311.969822,1059.542728,1236.563333,1079.924489,1430.897057,1436.912415,1185.766258,1237.280098,1681.248506,1634.542155,1385.363262,1386.207835,1637.58295,1385.408407,1408.86788,1315.579756,1295.915047,1248.652424,1147.947515,1374.390573,1165.194671,2063.137917,2111.837883,1175.52152,1178.269114,1672.161959,1405.850702
ENSG00000004468.7,37.70455947,20.81948775,40.6711333,67.40017692,42.63772564,87.22339882,67.29288573,26.80033807,104.1508167,94.11848529,57.51922231,66.39604997,47.58998417,36.69196486,187.3883575,3.953649449,137.6729617,29.71375964,126.9358535,32.75390832,71.45993469,77.35423581,54.50532789,68.45452853,49.53895595,14.86194806,72.3769431,52.57729219,0.991155552,21.7973556,35.7041006,46.59475951,6.937416265,44.64548309,23.80235015,34.68864678,43.63422304,63.38224652,156.5298959,42.63517555,70.40649144,107.9752245,38.67484737,15.85845056,43.56187883,81.3166282,11.87466437,89.12620082,34.58484919,4.961026857,33.7042743,38.68151944,32.72511642,18.83973452,94.17093236,22.77654994,23.79509438,34.69878784,15.87644774,9.917811155,61.46178405,30.74033749,27.71915956,14.85697012,137.8147726,33.69960513,8.911279017,76.36801356,12.88861716
ENSG00000004478.5,4097.890279,6077.307616,4755.54666,5888.594869,4909.287899,4951.910233,4988.579955,4756.563705,3992.447972,4564.251176,5245.158048,4755.740953,4178.004027,4547.820294,3715.048547,6260.603902,4777.945087,4717.554572,3458.010322,4653.040067,3420.151874,3668.375875,4039.3403,3744.165082,4070.120621,5181.865889,3482.024989,4889.688174,4691.139229,3845.251685,4961.878203,4236.157604,3292.299548,4571.697468,6462.338066,2396.48994,3537.347127,3805.905834,2397.483215,5553.479494,3643.288022,3020.334492,3886.326329,5370.067821,4289.855022,3529.339997,5883.896197,3847.281002,3843.858953,5764.713208,3721.348403,7002.346852,3786.196803,4646.473473,3938.327519,6303.162625,8640.593647,4594.11951,7614.741247,2752.192596,4403.439432,4520.812858,4310.329311,6777.749767,2269.482119,4369.054689,5983.428789,5371.547551,6819.069909
ENSG00000004487.11,1751.277565,1353.266704,1976.021891,2156.805661,1870.110478,2047.767522,1248.876791,1543.500952,1672.364542,1833.824382,2351.34614,1948.278123,2392.388163,1985.332802,2083.084333,2525.393585,2103.72209,2317.673252,1841.561563,1915.607366,1671.368472,2470.376941,1987.957959,1971.292003,1557.504775,2203.531498,2123.717974,2239.991052,2197.391859,2101.463237,2051.994004,1902.454117,1831.477894,2326.52573,2074.771521,1565.944626,1768.17772,2153.015687,1608.889563,2279.494618,1783.961663,1526.51212,1886.142556,2365.882593,2299.869194,2051.757363,1977.131618,2132.096782,2009.873807,2463.645937,1929.074052,2272.291308,2017.057176,2200.282679,2050.943779,2111.287151,1933.351419,2351.586422,1790.069483,2416.970578,2283.999201,2195.455071,2401.667182,1834.340577,1745.984278,2239.041412,2318.912829,2016.313916,2213.867855
ENSG00000004534.10,5012.721959,5454.705791,3303.289607,3523.641602,2555.288813,3700.056225,8126.605553,6650.454262,2856.708114,3560.650907,3583.050866,3621.062188,3710.035849,3241.78468,3439.419111,5778.258669,4763.088292,3022.879814,3819.975842,4948.817785,6934.591162,4453.818885,3713.299338,4151.91597,4933.089233,3798.713923,3496.896963,4010.754572,2729.642391,3866.058252,3441.478586,2816.504506,4940.43144,2807.704825,5040.147644,5457.01969,5692.282733,3195.851711,3348.550937,2875.39556,6860.170532,3272.937082,3915.084549,2476.891747,2174.133771,3367.698407,2613.415718,2992.659765,2846.827158,5289.446835,9102.136665,5773.464734,4567.632916,4526.494111,3177.029876,6056.581715,6499.035153,4319.503389,4973.297254,2701.611759,3352.641188,4408.75937,3901.471707,9701.601486,5262.739663,4429.515745,3171.425188,3987.997175,5044.40647
ENSG00000004660.10,6095.239706,2043.284012,6323.865239,7874.91773,8089.268972,6430.743313,312.7139984,7031.614626,4768.123578,3884.61664,7987.238215,6391.858542,9003.430131,5516.686501,5113.025182,4596.117484,6090.295261,8642.74222,5622.861637,6242.100892,4554.578337,9245.814621,5919.278609,5806.72979,3636.159366,6586.815378,5996.380163,5089.085074,5688.241714,5261.08901,6596.332586,4825.036054,4059.379575,5443.772571,4311.200671,3245.866234,6004.664102,6524.410002,3154.37461,6913.839048,5792.173472,2475.505377,4875.014094,7464.374448,6128.364317,4650.914466,6057.068386,5581.280753,4412.038618,9117.375158,2261.160284,4651.700671,5329.235625,6474.919286,4437.929097,3942.323709,3617.845808,6087.158781,4576.386061,8203.021606,5926.105566,5965.60872,6544.691565,2902.061496,1602.220666,6007.450198,4922.986586,3750.958796,5163.37832
ENSG00000004700.11,222.2584558,285.5244035,288.6658486,305.2831543,289.5399044,325.1053956,536.3638833,197.5284176,337.2502635,436.9079159,384.783763,253.6923701,277.608241,352.0445278,360.8960958,434.9014394,410.0475261,279.3093406,317.3396338,275.9268641,253.0872687,242.9716381,296.3107825,317.4702772,350.7358081,289.3125888,342.055416,359.1128259,297.3466657,318.043234,290.5917077,363.8356754,333.9870402,339.3056715,310.4223165,387.5217397,363.9490876,467.4440681,588.4731528,332.157763,414.5058228,532.941934,362.9485676,397.4524172,467.3001547,445.2581227,429.4670282,471.3785732,471.3420875,298.6538168,516.4684385,278.7053067,404.6014394,218.1442945,515.4619455,359.4733752,464.0043404,378.7124844,391.9498036,430.4330041,385.623129,313.3531176,466.2758625,499.1941959,780.2893962,451.9711747,428.7315349,356.0534658,313.2925402
ENSG00000004766.11,958.4895908,990.4127746,1539.551192,1467.936206,1456.623697,1269.695158,801.5770212,1093.850835,1234.931112,1304.779422,1349.718303,1273.416779,1478.263883,1554.94597,1231.409206,1382.788895,1132.087735,1605.533479,1065.071146,1421.321113,863.4742108,1242.626378,1296.235798,1091.304078,746.0566766,1690.298892,1809.423578,1842.189275,2193.427237,1771.530537,1968.684436,1873.704159,1415.232918,2194.573524,1211.936329,1013.89959,1344.727419,1900.477048,1443.443407,1894.786523,765.5466393,1136.216354,1321.88645,2635.476252,2419.664361,2182.657301,1907.862743,2136.057946,2066.197705,883.0627806,1002.206509,830.1649171,1367.513198,1089.729907,1482.944366,1099.216106,1318.644814,1895.54521,1413.003849,1151.457875,1652.528936,1425.95501,2210.602975,1078.61603,1146.143001,1793.017226,2374.360787,1144.528411,1397.919246
ENSG00000004776.7,790.8035236,531.3926398,499.957346,472.7924175,457.1160819,711.6636403,382.9756879,925.107966,912.5595365,389.3533128,834.0287235,663.9604997,617.6783362,645.5802467,585.9604193,123.5515453,1450.023136,436.7922667,779.4654756,449.6218325,1059.989031,550.4051394,446.9436887,899.8298171,856.0331588,251.6623204,261.7467531,316.4557775,222.0188437,418.1129119,319.3533443,315.2581601,688.7863292,170.6449576,410.5905401,627.3689546,471.0512714,331.7664466,382.4084798,381.7335485,2280.773666,437.8444885,502.7730158,408.3551019,263.3513584,283.6165325,212.7544034,362.44655,259.8804382,366.123782,293.4254468,242.0074549,278.6593247,372.8284306,457.9681132,279.260308,284.5496703,301.3837572,375.0810778,337.2055793,502.5987825,645.5470872,163.3450474,212.949905,503.6683777,377.6338105,158.4227381,668.4680667,332.1297499
ENSG00000004777.13,4200.08948,5136.46505,3634.610547,2497.771262,3379.287651,2962.622035,5368.586839,3590.252696,3659.165359,3643.871462,2527.870649,3152.325895,3518.684455,2761.814112,3656.551652,2617.315935,2173.053798,3924.19719,4155.16583,3689.281129,4502.968385,3768.539693,3315.905948,3458.441833,2929.733855,2317.4731,2106.86307,1837.229154,2571.057502,2511.649838,2204.728212,1910.38514,2683.789035,2405.895477,1891.295072,2216.108977,1921.889187,1476.608274,1616.815127,1688.551255,2465.218841,3205.576391,2644.764562,1830.659887,1940.483693,1588.649248,1915.779186,1783.514307,2046.434934,2299.932051,1805.161279,2231.626121,2135.065929,2417.435409,2121.324161,1873.618804,2014.651324,1684.378301,2328.876428,1294.274356,2616.091099,3146.422285,1805.705251,2819.852928,1511.005133,1911.957009,1906.023568,3074.55639,1525.813985
ENSG00000004779.5,1756.238691,1002.309625,1962.134187,1810.884165,1603.376799,1509.559504,1086.582184,1884.957111,1542.423999,1401.87007,1667.065736,1663.865193,1758.846498,1910.957197,1485.226241,1098.126134,1840.261603,1916.537497,1666.033078,2449.595326,1575.09606,1700.801467,1657.952974,1605.209089,1885.452663,3804.658702,1875.851731,3160.589678,2818.84639,2441.303827,2968.399253,2220.686411,1836.433191,1968.369743,3117.116105,1899.946739,2380.048529,2455.071705,1871.423882,4206.009643,1447.795458,1479.953995,1682.851692,2532.396324,2202.845009,2129.107326,3554.482869,2085.553099,2066.197705,4304.186901,1098.362821,3433.728725,1802.856414,3167.05853,1540.438199,1570.591661,1543.706748,2389.259391,1543.984543,2066.871845,1744.721612,1661.961472,1779.966031,1090.501607,1173.90425,1737.511994,2666.45271,1525.376686,2654.063703
ENSG00000004799.7,2400.192878,6812.929516,1230.053788,1498.662757,1601.393649,3960.735246,4454.195274,1080.946969,2571.037303,2049.801538,2258.125331,2705.39129,446.1561016,540.4627257,2563.948637,281.6975232,1141.992265,214.929528,1136.472564,523.0699905,975.6266083,835.0290583,754.1555368,900.8219117,2627.546223,879.8273249,980.5588593,859.0931139,175.4345327,773.8061238,562.3395844,659.2662782,2418.185098,913.7442205,3275.798439,5939.687432,2989.935965,1571.681644,4022.223906,595.9009419,4072.668455,5327.438143,3019.613083,506.4792648,740.5519401,1283.21606,810.4458435,1254.698849,712.4478933,679.6606794,2879.732848,4313.485334,2907.57701,902.3241272,2488.09516,4297.835945,3440.374063,843.6762415,3960.181433,773.5892701,844.6038712,3906.006108,2281.880813,9274.711211,5538.369208,2080.455035,2292.178992,2266.245597,2532.117556
ENSG00000004809.9,0,15.86246686,0,0.991179072,12.89047519,4.955874933,25.72963278,6.948235796,3.967650159,4.953604489,5.950264377,0,1.982916007,0.991674726,2.974418372,0,2.971358885,1.980917309,2.975059067,0,19.84998186,0,0.991005962,3.968378466,0.990779119,0,4.95732487,14.88036571,0,0,0,0,5.946356799,0,9.917645896,0,1.983373774,0,6.934868804,1.983031421,0,10.89658229,0.991662753,0,1.980085401,0,1.979110729,0,1.976277097,0,8.921719667,14.87750748,0,0.991564975,2.973818917,1.98056956,1.982924532,2.974181815,7.93822387,1.983562231,0.991319098,9.916237899,1.979939968,2.971394023,3.965892738,1.982329714,0,0,0.991432089
ENSG00000004838.9,93.26917343,140.7793934,89.2780975,57.4883862,87.25860131,85.24104884,195.9410496,120.1052188,66.45814016,116.9050659,64.46119742,73.33295072,55.5216482,74.37560445,67.42014977,96.8644115,74.28397212,88.15082026,85.28502659,109.1796944,143.9123685,70.412189,85.2265127,95.24108317,122.8566107,95.11646756,64.44522331,62.497536,105.0624885,75.2999557,104.1369601,77.32747324,105.0523034,71.43277294,120.9952799,46.5818971,73.38482965,66.35328933,1361.215677,64.44852117,72.38977289,78.25727284,77.34969473,53.52227064,72.27311715,48.59164368,76.19576306,67.33979617,47.43065032,171.6515293,131.8431906,246.9666241,56.52520109,100.1480625,77.31929183,125.7661671,137.813255,71.38036356,59.53667902,67.44111585,61.46178405,74.37178424,61.37813902,206.0166523,64.44575699,66.40804541,48.51696354,71.40905164,67.41738206
ENSG00000004848.6,646.9308625,273.6275533,676.5295833,506.492506,519.5853078,399.4435196,65.31368321,849.6699773,554.4791097,442.8522413,416.5185064,631.2579677,670.2256104,542.4460752,400.5550075,0,488.29331,600.2179447,502.7849824,509.174393,634.2069204,469.0840197,514.3320941,629.9800814,651.9326603,553.8552642,524.4849712,512.876605,599.6491091,658.8746124,596.0601239,531.378534,619.4121665,762.9416998,511.7505282,558.9827652,589.062011,711.0695782,360.6131778,734.7131414,480.9457514,247.6495976,464.0981684,588.7449771,469.2802401,392.6998142,410.6654762,428.796055,534.5829546,647.9101075,356.8687867,484.0149099,694.1691362,787.3025901,435.1688348,531.7829269,641.476086,712.8122416,333.4054025,707.1399354,728.6195368,443.2558341,458.3561027,261.482674,375.7683369,393.4924482,560.420436,730.9509869,354.9326879
ENSG00000004864.9,225.2351316,851.6161895,185.500047,256.7153797,457.1160819,229.9525969,2540.306436,314.655821,344.1936513,1094.746592,241.977418,258.6472992,204.2403487,306.4274904,581.9945282,482.3452328,360.524878,195.120355,534.5189457,211.4115901,382.1121508,331.2348046,514.3320941,279.7706818,348.7542499,473.6007447,430.2957987,516.8447025,208.142666,366.5918896,315.386222,411.4218127,449.9409978,251.0068271,497.865824,406.3527194,385.7661991,347.6120083,761.8448729,269.6922732,247.9101811,883.6137642,333.198685,186.3367941,356.4153723,269.7332057,626.3885457,421.8640172,381.4214796,207.3709226,365.7905063,385.8233605,234.0341659,221.1189894,408.4044645,243.6100559,279.592359,358.8846057,229.2162142,330.2631115,269.6387946,338.1437123,222.7432464,554.6602177,461.0350308,239.8618954,217.8312649,200.3420615,232.986541
ENSG00000004866.14,838.4303356,610.7049741,848.1419262,795.9167951,658.4058099,801.8605641,301.8283845,849.6699773,554.4791097,573.6273998,901.4650531,714.5007766,738.6362127,689.2139346,671.2270793,1414.41809,748.7824389,683.4164717,686.2469582,714.6307271,713.6068478,809.244313,620.369732,725.2211646,838.1991346,653.9257145,673.2047173,800.5636754,542.162087,657.8838235,686.312156,673.1455683,802.7581678,795.6817208,968.9540041,1030.748361,911.3602494,783.3649531,587.4824573,894.3471708,951.9750955,622.0957891,931.1713251,832.5686544,762.3328796,759.6163073,676.8558693,845.7086166,711.4597548,937.634076,972.4674437,977.948158,777.4694325,1027.261314,784.096921,1200.225153,1097.548728,861.5213324,924.8030808,974.9208365,822.794851,925.184996,919.6821153,792.3717395,875.4708219,853.3929418,915.8814545,700.205423,1088.592434
ENSG00000004897.6,1453.60999,1267.01454,1808.377464,2086.431947,1768.969827,1825.744325,1672.426131,1539.530531,1482.909247,2028.005678,1895.159204,1737.198143,2204.011142,1843.523316,1942.295197,2330.67635,1556.001603,2337.482425,1791.977245,1660.523898,1303.151309,1966.582687,2050.391335,1756.999566,1539.670751,2572.10781,2765.195812,2336.217417,2620.61528,2231.256582,2567.719901,2693.573651,1880.039808,2774.964804,1922.039775,2022.843659,2631.936999,2842.297618,2097.302465,2410.374692,1550.926093,1768.218127,1946.633984,3240.07968,3184.967368,2872.856974,2326.444662,2847.08697,2922.913826,2213.610184,1970.708744,2087.810216,2222.332906,1778.867565,1984.52849,1608.222483,1629.963965,2529.045937,1877.389945,2406.060986,2416.83596,1961.431856,2866.953074,2065.118846,2025.579716,2396.636624,2652.590721,1487.688576,1775.654872
ENSG00000004939.9,10.91447774,1.982808357,1.983957722,1.982358145,0.991575015,14.8676248,3.958405043,6.948235796,3.967650159,0,5.950264377,34.68450372,0.991458004,17.85014507,1.982945582,32.61760795,0.990452962,1.980917309,16.85866805,4.962713382,11.90998912,0,3.964023847,1.984189233,0,0,0,0,0.991155552,0,1.983561144,0,0,0,7.934116717,4.955520968,0,0,0,0.99151571,7.933125796,0,2.974988259,1.98230632,0,0.991666198,0.989555364,0,0.988138548,0,0,0,0,0,2.973818917,7.92227824,1.982924532,0,0,0,0,0.99162379,3.959879937,0,1.982946369,0,0,0,0
ENSG00000004948.9,2.976675748,0,3.967915444,2.973537217,5.949450089,2.97352496,4.948006303,0,1.983825079,1.981441796,5.950264377,0.990985821,13.88041205,10.90842199,3.965891163,1.976824724,2.971358885,8.914127891,1.983372711,5.955256059,3.969996372,1.983441944,5.94603577,0.992094616,0.990779119,1.981593074,9.91464974,2.976073143,19.82311104,9.907888909,16.86026973,10.90515648,0.991059466,13.88970585,1.983529179,1.982208387,2.975060662,2.971042806,0.990695543,11.89818852,0,0.99059839,0,5.94691896,16.83072591,15.86665916,1.979110729,8.912620082,21.73904806,14.88308057,2.973906556,0,10.90837214,3.9662599,2.973818917,3.96113912,1.982924532,6.939757568,0.992277984,12.8931545,12.88714827,5.949742739,7.919759873,2.971394023,11.89767821,3.964659428,4.950710565,3.967169535,10.90575298
ENSG00000004961.10,416.7346047,254.7908739,535.668585,607.5927714,544.3746832,476.7551685,235.5251,479.4282699,458.2635933,436.9079159,532.5486617,447.9255909,606.7722982,518.6458817,438.2309735,448.7392124,439.7611149,683.4164717,411.5498376,584.6076365,301.7197243,511.7280215,456.8537483,458.3477128,446.8413826,663.8336798,645.4436981,698.3851642,863.296486,615.2799012,767.6381629,741.5506408,418.2270948,694.4852924,591.0916954,337.96653,543.4444142,829.9112904,444.822299,803.1277254,373.8485531,328.8786656,463.1065056,936.6397362,936.5803949,767.5496369,787.6860701,777.3785293,693.6732609,650.8867236,274.5907053,540.5494383,607.8938292,585.0233352,498.610305,533.7634964,515.5603783,704.8810901,455.4555945,636.7234762,640.3921371,529.5271038,826.6249367,377.367041,391.6319079,666.0627838,890.1377596,440.3558184,642.4479938
ENSG00000004975.7,1215.47593,1622.928641,996.9387554,925.7612536,1069.909441,1152.736509,1899.044819,1360.861611,839.1580086,1259.206261,1011.544944,1148.552566,868.5172111,856.8069633,1164.980529,1350.171287,1009.271568,839.9089391,1201.923863,968.7216523,1324.986289,1035.356695,1103.980641,1057.572861,799.558749,534.0393335,752.5219153,700.369213,676.9592421,823.3455683,659.5340805,676.1197019,848.3469033,652.8161749,745.8069714,729.4526865,1018.462433,668.4846313,695.4682715,576.0706277,1106.671049,1134.235157,876.6298736,535.2227064,566.3044248,490.8747678,640.2423208,657.5533038,640.3137793,861.2342624,1032.936877,777.597724,829.0362826,940.0035962,855.468575,1070.497847,834.8112279,634.4921205,1052.806941,695.238562,652.2879662,960.8834524,808.805477,1195.490862,884.3940805,744.3648075,695.0797633,904.5146541,742.5826348
ENSG00000005001.5,1.984450498,1.982808357,0,0,0,0.991174987,0.989601261,0.992605114,0,0,0.991710729,0,0.991458004,0,0,9.884123622,0.990452962,2.971375964,0,0,6.94749365,1.983441944,3.964023847,0,0.990779119,0.990796537,0,3.968097524,2.973466657,3.963155563,0.991780572,0,0,1.984243693,0,1.982208387,0.991686887,0,1.981391087,0,0.991640724,0,0,0,0,0,0,0.99029112,1.976277097,4.961026857,0,0,0,2.974694925,0.991272972,0,0,0,0,0,0,0,0,0,0,0,0,0,5.948592535
ENSG00000005007.8,3804.191606,5022.453569,3367.768233,3868.571919,3964.31691,4121.305594,4142.470877,2901.384747,3421.106349,3616.131277,4263.364426,3942.141594,3097.314803,3005.766095,3471.14624,6360.433551,4046.990801,3261.58035,3065.302526,2598.476727,3154.162117,3017.806917,2888.782378,3594.358795,3153.649936,2309.546728,2393.396447,2251.895345,2254.878881,2410.589371,2237.456971,2405.082693,2745.234722,2769.012073,2713.467917,2361.801293,2487.150713,2320.384431,2274.636968,2072.267835,3649.237866,3359.119142,2716.16428,2365.882593,2279.078297,1908.95743,2182.959134,2211.320071,2290.505155,3136.361179,2757.802679,3266.108808,3538.279254,3351.489615,3227.584797,3268.930059,3035.857458,2709.479633,3966.135101,2731.365192,2547.690081,3443.909422,3211.462629,3251.695526,2490.580639,2731.650346,2638.728731,3249.111849,2956.45049
ENSG00000005020.8,868.1970931,515.5301729,999.914692,1258.797422,1268.224444,1152.736509,534.3846808,668.0232415,910.5757114,767.8086958,918.3241355,829.4551318,1146.125452,922.2574952,777.314668,473.4495215,652.7085017,1347.02377,778.4737892,1079.886432,456.5495827,919.3253409,1028.664188,657.7587307,883.7749741,1211.744165,1474.308416,1280.703476,1793.000394,1157.241425,1478.744833,1546.549465,904.8372929,1884.039386,1347.808077,956.4155469,993.670261,1420.158461,817.3238233,1350.444398,556.3104464,752.8547767,747.7137158,1713.703814,1919.692797,1547.990934,1418.032837,1178.446433,1685.764363,718.3566889,575.9465696,581.2146254,975.8034714,976.6915003,1291.628683,737.7621611,667.254105,1389.934301,905.9497991,1183.194871,1278.801636,798.2571508,1235.48254,742.8485058,1380.130673,1768.238105,1755.521966,585.1575065,1439.559394
ENSG00000005022.5,3810.144957,1995.696612,4449.025192,4583.212031,3376.312926,3304.577405,2477.961557,3357.9831,4998.247288,3408.079888,3728.832343,3274.217151,4520.057038,4352.460373,3682.329945,3265.714445,4445.152891,4293.638268,3545.278722,4796.958756,3337.77445,4687.865034,4098.800657,3894.963464,4073.092958,6659.143526,3954.953781,6188.248088,5302.682204,4887.561599,5362.557554,4420.553887,3780.891865,3466.473731,4468.891241,2752.296346,4191.860472,5124.058492,3019.640016,7027.863355,3070.119683,3065.902018,4290.924732,5371.058974,4927.442521,4416.881244,5731.504671,4776.174073,3971.328826,5383.706345,3677.731107,4327.371008,3804.046866,4215.142708,2908.3949,4369.13645,3357.091232,4733.906055,2672.20461,4706.993174,4556.102573,3683.882379,3970.769606,2921.87079,4162.204428,3604.866585,4637.825657,3533.756264,4025.214282
ENSG00000005059.11,57.54906446,118.9685014,93.24601294,167.5092632,84.28387627,120.9233484,198.9098534,54.59328125,101.175079,117.8957868,155.6985845,84.23379474,59.48748022,119.9926419,91.21549675,13.83777307,207.004669,94.09357219,125.9441672,54.58984721,45.65495827,50.57776957,61.44236962,52.58101467,187.2572535,198.1593074,82.29159284,96.22636495,138.7617773,95.11573352,158.6848916,126.8963663,108.0254818,166.6764702,171.575274,177.4076507,149.74472,184.204654,239.7483215,119.973401,97.180791,205.0538668,67.4330672,96.14185652,119.7951668,148.7499296,170.2035227,110.9126055,123.5173185,207.3709226,82.27808137,220.1871106,57.51687128,153.6925711,234.9316944,106.9507562,120.9583964,159.6144241,100.2200764,256.8713089,96.15795247,95.19588383,80.18756871,59.42788047,225.0644129,90.19600198,186.1467172,144.801688,343.0355029
